1	1	6	13	15	22	27	1
1	23	30	32	33	35	44	1
1	9	21	22	29	48	49	1
1	1	6	15	34	42	44	1
1	1	15	20	22	24	49	1
1	13	23	37	43	48	49	1
1	2	3	23	26	27	40	1
1	8	14	25	32	34	35	1
1	1	5	7	8	11	13	1
1	18	20	23	26	33	49	1
1	1	2	7	13	22	31	1
1	4	14	16	30	33	38	1
1	3	12	16	21	33	49	1
1	3	5	19	26	32	43	1
1	1	14	22	25	40	42	1
1	7	9	20	28	35	41	1
1	1	2	13	21	42	48	1
1	7	22	25	27	30	35	1
1	1	7	14	31	41	43	1
1	2	12	29	31	44	46	1
1	1	5	14	24	25	38	1
1	15	24	27	32	34	49	1
1	20	26	28	30	45	48	1
1	22	29	36	44	46	47	1
1	4	12	16	31	44	48	1
1	23	27	40	43	44	47	1
1	13	26	27	38	46	47	1
1	2	17	41	42	44	47	1
1	6	26	28	36	37	48	1
1	8	27	28	29	43	44	1
1	12	19	22	23	29	36	1
1	13	27	35	38	44	47	1
1	3	12	31	33	45	49	1
1	8	13	16	18	19	49	1
1	16	24	25	28	32	44	1
1	1	5	6	18	31	35	1
1	6	16	19	20	25	43	1
1	1	4	14	17	21	26	1
1	1	3	40	43	45	46	1
1	9	16	31	38	43	45	1
1	6	17	29	32	39	40	1
1	26	27	37	41	43	45	1
1	7	16	28	34	45	47	1
1	13	15	27	28	40	48	1
1	6	11	20	23	25	35	1
1	6	16	26	28	41	49	1
1	2	7	34	36	37	40	1
1	2	5	29	35	37	38	1
1	1	10	18	27	35	38	1
1	5	6	10	20	40	43	1
1	12	13	15	35	38	39	1
1	5	11	12	16	24	28	1
1	3	24	27	33	41	44	1
1	23	25	29	38	39	43	1
1	7	8	10	15	31	37	1
1	4	11	12	16	36	43	1
1	21	22	29	36	38	41	1
1	5	10	26	31	37	44	1
1	3	14	24	31	35	46	1
1	5	10	11	28	41	44	1
1	1	16	25	36	39	42	1
1	6	7	17	21	43	49	1
1	20	22	27	34	44	48	1
1	8	35	44	46	48	49	1
1	5	30	34	36	43	49	1
1	3	14	18	25	36	45	1
1	7	13	24	31	39	40	1
1	9	12	16	20	36	39	1
1	6	18	21	31	35	48	1
1	16	19	27	30	44	45	1
1	7	17	18	24	29	48	1
1	9	34	38	39	43	44	1
1	7	24	35	37	45	47	1
1	6	30	33	39	41	49	1
1	5	18	22	23	25	26	1
1	2	5	21	24	29	46	1
1	3	7	15	24	38	41	1
1	1	2	7	9	20	43	1
1	17	19	27	30	36	43	1
1	6	7	8	35	36	43	1
1	3	6	18	21	33	34	1
1	14	23	31	33	35	47	1
1	8	16	20	30	31	48	1
1	8	21	27	34	41	46	1
1	7	20	24	46	48	49	1
1	4	8	14	21	30	49	1
1	4	14	27	37	40	44	1
1	1	2	5	7	40	44	1
1	6	15	20	22	26	46	1
1	19	21	32	39	43	45	1
1	9	12	24	30	31	47	1
1	13	16	19	24	33	48	1
1	9	11	19	27	30	46	1
1	4	21	23	27	45	47	1
1	1	7	15	20	31	45	1
1	2	10	39	46	47	48	1
1	5	24	26	36	41	45	1
1	4	5	10	22	30	35	1
1	7	9	11	16	43	46	1
1	3	8	21	24	30	42	1
1	2	8	9	18	31	42	1
1	7	11	14	18	34	45	1
1	4	21	32	38	43	45	1
1	6	19	22	27	36	40	1
1	3	9	13	15	27	30	1
1	30	32	35	40	43	44	1
1	4	9	14	15	44	45	1
1	11	23	43	46	47	49	1
1	8	12	19	33	41	45	1
1	3	11	16	20	21	24	1
1	5	9	12	33	45	47	1
1	7	9	21	28	29	35	1
1	1	26	33	34	38	46	1
1	4	6	22	27	31	33	1
1	7	8	11	19	25	39	1
1	3	6	13	18	31	40	1
1	1	3	8	18	35	47	1
1	22	27	30	39	41	44	1
1	1	6	11	27	33	41	1
1	16	26	32	35	43	46	1
1	19	24	32	36	38	41	1
1	11	19	25	26	36	45	1
1	16	20	26	34	38	47	1
1	9	11	13	29	36	45	1
1	5	9	23	28	40	46	1
1	4	13	18	23	24	40	1
1	31	32	36	38	39	44	1
1	2	7	12	27	29	44	1
1	19	24	26	34	41	43	1
1	4	17	19	25	32	39	1
1	4	5	20	29	31	47	1
1	4	26	29	34	39	40	1
1	9	19	20	32	33	37	1
1	9	10	17	21	38	48	1
1	1	7	19	36	42	49	1
1	6	9	14	26	36	46	1
1	1	7	11	14	19	38	1
1	17	21	22	25	39	47	1
1	3	6	18	31	38	49	1
1	6	20	23	29	32	37	1
1	9	10	12	18	32	48	1
1	4	12	21	40	42	45	1
1	1	10	13	19	25	33	1
1	11	17	23	26	30	34	1
1	2	19	26	27	44	47	1
1	24	26	29	40	44	46	1
1	3	9	11	37	45	46	1
1	4	5	9	19	29	31	1
1	6	26	29	31	32	41	1
1	2	5	7	36	38	42	1
1	1	12	15	19	22	30	1
1	20	22	30	43	46	48	1
1	5	17	23	35	45	48	1
1	9	16	19	25	34	36	1
1	11	15	26	33	40	49	1
1	7	12	13	14	35	43	1
1	1	7	17	28	41	45	1
1	7	24	28	31	37	43	1
1	9	10	20	22	41	42	1
1	8	9	34	41	44	47	1
1	19	25	34	40	42	46	1
1	5	8	17	20	21	42	1
1	2	4	25	28	38	46	1
1	15	22	28	29	42	46	1
1	5	10	17	21	31	36	1
1	18	29	32	34	35	46	1
1	5	19	22	30	39	45	1
1	17	18	23	32	36	39	1
1	9	28	29	32	41	49	1
1	7	17	26	28	42	48	1
1	4	5	7	25	38	42	1
1	8	10	24	27	35	43	1
1	2	9	13	18	20	29	1
1	12	18	30	38	39	47	1
1	9	16	22	40	42	47	1
1	4	10	17	26	39	47	1
1	8	16	19	26	33	45	1
1	1	25	34	41	44	49	1
1	20	25	36	39	43	45	1
1	2	21	26	28	41	49	1
1	3	18	21	31	34	37	1
1	8	16	17	37	40	41	1
1	3	4	5	14	17	31	1
1	3	16	21	41	45	46	1
1	5	14	24	27	36	43	1
1	3	21	29	37	40	47	1
1	2	14	18	28	32	43	1
1	1	8	10	34	42	45	1
1	1	5	15	33	35	47	1
1	1	4	20	33	34	37	1
1	5	16	18	31	46	49	1
1	7	10	12	32	44	48	1
1	16	24	25	36	44	45	1
1	7	17	20	30	33	43	1
1	7	17	29	31	38	47	1
1	7	25	28	32	37	43	1
1	3	13	17	24	32	35	1
1	3	14	29	34	46	49	1
1	3	26	39	44	48	49	1
1	8	14	21	24	38	47	1
1	1	5	7	10	23	40	1
1	5	8	14	21	33	34	1
1	4	5	34	35	40	43	1
1	14	25	35	40	41	43	1
1	6	7	9	21	38	43	1
1	1	4	19	31	45	47	1
1	7	11	18	33	38	40	1
1	4	11	25	32	45	46	1
1	20	27	41	44	47	49	1
1	8	9	19	35	39	48	1
1	3	13	18	22	42	43	1
1	10	14	16	43	44	49	1
1	9	21	30	32	39	41	1
1	8	9	11	15	19	25	1
1	2	12	38	40	42	48	1
1	4	5	11	19	34	38	1
1	2	17	24	30	34	39	1
1	8	14	16	24	26	38	1
1	3	17	20	22	24	49	1
1	7	12	26	33	37	48	1
1	10	21	24	25	39	49	1
1	8	29	32	39	43	45	1
1	3	16	34	36	45	48	1
1	1	3	16	41	42	46	1
1	13	17	21	22	24	46	1
1	19	22	24	36	38	41	1
1	23	25	26	27	38	46	1
1	2	3	6	11	31	42	1
1	1	17	26	33	36	43	1
1	4	23	24	34	39	47	1
1	2	7	8	22	34	47	1
1	5	13	18	32	34	39	1
1	14	20	22	26	35	44	1
1	2	4	6	21	27	42	1
1	4	15	25	31	33	47	1
1	6	8	24	37	45	48	1
1	14	23	25	30	33	35	1
1	3	6	7	14	27	43	1
1	16	21	25	35	37	40	1
1	7	14	16	34	46	48	1
1	1	10	19	24	37	41	1
1	3	15	16	20	26	34	1
1	8	11	16	20	27	44	1
1	3	11	16	23	47	49	1
1	1	3	29	35	37	47	1
1	7	9	17	18	26	35	1
1	4	21	23	33	34	36	1
1	7	15	16	18	31	44	1
1	2	11	19	34	42	44	1
1	12	16	20	27	41	42	1
1	15	18	27	44	46	47	1
1	6	12	15	24	36	49	1
1	2	15	21	42	47	49	1
1	14	15	16	31	32	39	1
1	11	12	29	33	43	46	1
1	12	15	16	25	29	37	1
1	2	10	20	26	35	48	1
1	9	16	21	27	40	44	1
1	2	5	24	25	36	46	1
1	2	11	16	23	29	45	1
1	6	17	24	26	31	32	1
1	11	16	22	25	34	37	1
1	1	21	24	27	30	37	1
1	2	4	12	30	35	46	1
1	2	18	22	30	31	33	1
1	1	15	22	38	42	45	1
1	3	5	6	11	20	44	1
1	13	16	40	41	47	48	1
1	4	28	38	39	43	45	1
1	2	8	29	32	40	47	1
1	14	16	18	29	31	35	1
1	18	25	27	28	40	46	1
1	15	26	29	34	46	47	1
1	9	10	11	21	28	37	1
1	27	31	33	34	39	46	1
1	1	27	29	34	42	48	1
1	5	7	10	20	37	38	1
1	9	11	15	21	32	42	1
1	5	16	19	25	46	48	1
1	3	9	32	38	40	47	1
1	1	5	21	36	44	45	1
1	1	9	16	17	38	42	1
1	6	8	10	18	22	45	1
1	1	27	34	40	41	44	1
1	16	18	21	23	34	38	1
1	3	12	18	22	31	36	1
1	4	7	11	35	40	41	1
1	4	10	19	32	39	41	1
1	6	8	15	17	20	23	1
1	8	16	29	32	40	46	1
1	10	17	24	34	37	41	1
1	5	20	22	25	36	48	1
1	3	15	40	41	43	47	1
1	1	15	31	32	37	42	1
1	3	12	15	18	21	33	1
1	4	19	26	32	44	46	1
1	5	13	14	18	37	40	1
1	10	24	28	33	38	46	1
1	4	17	29	38	39	45	1
1	3	8	40	46	47	48	1
1	1	8	26	32	43	49	1
1	2	11	22	23	32	40	1
1	10	26	31	36	39	46	1
1	1	4	20	28	44	47	1
1	17	29	32	41	42	43	1
1	14	18	26	39	41	49	1
1	1	4	13	16	30	31	1
1	10	14	21	31	34	49	1
1	4	17	19	30	41	44	1
1	19	23	27	28	35	49	1
1	3	8	28	32	36	48	1
1	1	15	16	26	29	37	1
1	11	13	17	20	45	49	1
1	8	11	15	31	32	33	1
1	15	23	35	38	46	47	1
1	4	22	23	28	29	36	1
1	3	4	6	15	35	40	1
1	3	7	21	24	29	48	1
1	4	8	10	16	22	41	1
1	21	22	28	36	41	49	1
1	4	9	10	11	28	30	1
1	14	18	23	25	28	30	1
1	3	4	6	13	14	48	1
1	8	9	17	28	33	36	1
1	16	20	25	32	33	42	1
1	4	14	15	23	40	49	1
1	1	3	5	14	27	44	1
1	3	24	25	38	39	44	1
1	7	18	27	30	39	40	1
1	9	16	17	24	35	41	1
1	3	4	7	8	16	34	1
1	6	16	26	30	32	43	1
1	10	17	18	37	39	43	1
1	1	13	19	32	33	38	1
1	18	36	40	43	45	49	1
1	1	7	11	12	29	39	1
1	13	26	33	45	46	49	1
1	4	8	9	24	43	47	1
1	15	22	30	35	37	49	1
1	1	5	25	30	31	48	1
1	20	29	33	39	41	48	1
1	2	9	11	31	37	40	1
1	12	25	37	41	42	48	1
1	12	13	18	22	32	33	1
1	16	29	30	39	43	44	1
1	1	17	26	37	39	49	1
1	1	13	17	18	45	48	1
1	17	20	31	38	39	49	1
1	8	13	22	23	26	47	1
1	16	17	23	28	32	45	1
1	7	19	29	38	43	45	1
1	8	27	29	36	37	39	1
1	3	8	12	23	30	43	1
1	3	12	19	35	47	49	1
1	2	4	23	36	44	49	1
1	5	18	21	25	44	47	1
1	5	29	30	33	41	49	1
1	4	7	8	12	42	43	1
1	8	18	33	37	40	42	1
1	10	11	12	24	25	36	1
1	5	14	23	27	36	37	1
1	10	18	27	28	42	48	1
1	7	10	15	20	27	29	1
1	3	4	16	18	25	43	1
1	8	10	26	34	42	44	1
1	11	13	14	24	40	48	1
1	4	10	18	19	37	40	1
1	1	26	36	42	44	46	1
1	1	16	19	35	39	40	1
1	10	28	31	34	39	47	1
1	3	8	29	31	43	48	1
1	27	30	31	33	38	42	1
1	9	12	19	35	36	44	1
1	6	10	21	30	36	49	1
1	10	19	24	31	39	47	1
1	6	12	18	24	32	35	1
1	9	17	19	28	40	46	1
1	18	21	30	39	40	49	1
1	1	2	7	11	34	43	1
1	5	14	18	24	42	49	1
1	17	33	38	39	46	49	1
1	1	12	20	23	31	49	1
1	2	5	9	23	38	43	1
1	1	14	27	37	39	42	1
1	12	14	17	21	23	29	1
1	2	6	20	34	39	44	1
1	4	5	6	13	24	31	1
1	3	7	15	19	31	34	1
1	2	13	28	40	41	43	1
1	2	5	28	31	42	45	1
1	2	20	24	34	43	49	1
1	15	19	28	32	35	42	1
1	2	6	22	27	34	37	1
1	3	8	16	22	27	44	1
1	5	9	15	21	27	47	1
1	3	5	14	30	35	40	1
1	2	18	24	25	27	30	1
1	8	22	28	31	32	38	1
1	6	10	26	39	41	47	1
1	26	32	33	35	38	44	1
1	6	13	19	22	25	27	1
1	8	10	25	31	43	47	1
1	8	9	15	22	25	31	1
1	1	8	13	28	31	44	1
1	9	13	19	23	34	40	1
1	12	14	20	33	38	43	1
1	1	4	31	33	36	39	1
1	2	7	10	14	23	42	1
1	1	3	20	22	30	44	1
1	5	28	29	32	43	45	1
1	7	15	17	29	40	47	1
1	11	24	35	45	46	48	1
1	5	32	34	40	45	47	1
1	6	19	33	35	43	44	1
1	5	8	16	32	34	43	1
1	17	20	23	27	36	47	1
1	6	31	34	37	39	48	1
1	6	20	22	27	32	41	1
1	2	5	13	23	35	45	1
1	4	16	17	18	22	44	1
1	10	27	30	33	36	48	1
1	2	4	15	24	28	41	1
1	8	9	10	18	30	39	1
1	3	7	18	21	41	44	1
1	2	4	6	11	42	44	1
1	6	20	35	42	47	49	1
1	3	12	14	29	31	33	1
1	7	23	27	29	44	49	1
1	1	7	9	21	46	47	1
1	2	13	27	29	35	38	1
1	8	12	16	20	21	44	1
1	2	3	8	24	32	48	1
1	13	16	17	19	35	45	1
1	1	24	32	36	48	49	1
1	3	7	23	28	31	49	1
1	16	31	40	42	45	49	1
1	4	6	15	32	34	35	1
1	13	15	24	28	41	46	1
1	1	18	19	31	45	49	1
1	4	5	24	25	36	39	1
1	22	33	38	39	44	49	1
1	2	18	23	35	37	42	1
1	4	20	33	47	48	49	1
1	1	14	15	30	37	49	1
1	4	17	22	28	30	47	1
1	8	16	22	31	32	39	1
1	6	23	24	26	33	36	1
1	4	15	19	20	36	48	1
1	3	10	20	30	44	49	1
1	23	31	34	45	47	48	1
1	1	8	17	20	32	44	1
1	3	25	28	29	35	47	1
1	1	13	14	45	46	48	1
1	4	14	28	32	33	44	1
1	11	17	20	31	33	35	1
1	14	21	34	40	44	47	1
1	6	9	14	16	19	28	1
1	10	25	29	31	39	49	1
1	7	9	11	24	31	49	1
1	3	7	19	23	26	35	1
1	1	4	11	16	23	33	1
1	6	19	22	28	32	38	1
1	8	10	11	27	31	43	1
1	6	9	11	17	20	27	1
1	1	30	36	37	38	40	1
1	2	18	31	33	35	37	1
1	2	6	14	28	44	47	1
1	4	11	27	31	36	49	1
1	11	18	23	33	47	49	1
1	8	15	22	36	41	42	1
1	13	21	30	37	43	46	1
1	1	8	14	19	27	31	1
1	7	10	15	18	19	23	1
1	6	17	30	34	41	48	1
1	6	8	15	32	44	49	1
1	9	17	18	32	34	42	1
1	1	9	25	34	35	42	1
1	2	10	37	40	42	44	1
1	18	25	29	32	34	44	1
1	5	13	19	27	41	45	1
1	10	28	30	37	40	44	1
1	5	7	26	28	32	37	1
1	6	8	10	37	42	46	1
1	3	17	18	28	34	49	1
1	4	16	19	23	34	41	1
1	2	20	23	25	27	46	1
1	7	9	13	26	28	34	1
1	4	9	23	25	30	35	1
1	18	19	22	36	41	42	1
1	10	18	24	32	44	47	1
1	12	22	25	32	38	40	1
1	6	14	17	19	28	30	1
1	4	13	16	32	35	40	1
1	1	18	20	26	31	39	1
1	1	12	34	42	44	45	1
1	2	10	16	27	38	47	1
1	14	26	29	33	35	37	1
1	10	12	17	33	36	40	1
1	6	13	24	30	32	33	1
1	18	23	24	25	31	32	1
1	1	5	21	29	37	42	1
1	6	10	18	26	27	41	1
1	2	4	13	16	17	40	1
1	3	5	15	16	17	31	1
1	1	2	7	14	41	49	1
1	10	13	18	28	31	42	1
1	1	8	15	25	31	41	1
1	12	13	19	20	39	42	1
1	14	20	25	33	35	48	1
1	9	15	21	34	45	46	1
1	1	5	6	9	22	44	1
1	8	12	34	38	43	46	1
1	5	13	19	26	37	38	1
1	3	14	21	28	30	45	1
1	13	22	24	34	37	44	1
1	3	4	13	21	22	46	1
1	9	12	13	32	34	35	1
1	6	7	18	27	32	39	1
1	5	9	15	17	29	35	1
1	4	12	14	32	44	45	1
1	11	20	25	30	34	38	1
1	1	14	27	42	46	49	1
1	13	15	18	37	42	49	1
1	18	22	39	40	43	47	1
1	3	7	15	17	41	43	1
1	4	6	11	17	27	44	1
1	1	13	21	31	36	48	1
1	3	6	7	19	27	32	1
1	1	16	20	21	25	33	1
1	5	20	26	39	45	46	1
1	7	9	10	40	44	48	1
1	2	7	12	15	18	48	1
1	1	4	26	27	35	45	1
1	1	17	20	37	42	44	1
1	1	24	28	40	46	49	1
1	20	26	29	33	40	45	1
1	4	21	24	32	34	47	1
1	1	14	28	36	47	49	1
1	14	16	20	22	34	42	1
1	4	17	26	33	43	49	1
1	9	17	28	36	44	46	1
1	9	16	18	25	37	47	1
1	2	20	27	29	41	43	1
1	17	20	34	39	41	49	1
1	6	7	18	21	24	32	1
1	5	7	19	24	37	41	1
1	2	14	37	42	44	48	1
1	5	8	25	42	43	45	1
1	20	24	32	36	41	43	1
1	10	16	31	42	47	49	1
1	2	9	22	25	47	49	1
1	1	7	15	18	27	40	1
1	4	11	17	20	25	49	1
1	3	5	10	36	42	45	1
1	7	26	28	34	38	47	1
1	11	12	26	27	29	34	1
1	2	14	40	41	43	46	1
1	5	6	21	22	31	33	1
1	2	5	33	35	47	49	1
1	12	18	22	33	35	44	1
1	3	22	27	46	48	49	1
1	15	24	36	41	42	46	1
1	19	21	24	29	46	48	1
1	1	5	6	10	33	49	1
1	1	10	11	15	22	29	1
1	7	8	11	16	41	47	1
1	11	12	28	30	39	48	1
1	15	21	24	27	42	47	1
1	11	14	25	28	44	47	1
1	17	18	21	22	23	45	1
1	13	16	21	26	35	46	1
1	1	23	26	37	43	49	1
1	10	16	32	35	36	42	1
1	3	13	28	31	40	44	1
1	1	3	14	33	37	49	1
1	4	9	22	27	42	45	1
1	2	11	30	34	38	44	1
1	11	17	28	35	38	40	1
1	7	17	34	38	45	46	1
1	5	31	33	34	36	38	1
1	2	19	20	26	32	37	1
1	6	23	25	31	39	41	1
1	7	10	31	37	46	49	1
1	13	25	38	40	42	47	1
1	6	13	31	35	38	40	1
1	11	24	39	41	43	45	1
1	9	22	24	27	36	46	1
1	1	4	8	27	34	40	1
1	27	29	30	33	44	45	1
1	12	20	22	28	36	43	1
1	2	5	11	27	31	43	1
1	2	3	7	22	38	48	1
1	7	15	16	26	29	47	1
1	5	19	21	34	43	49	1
1	3	22	23	31	33	47	1
1	5	7	20	26	31	36	1
1	3	4	13	25	29	41	1
1	4	8	9	39	40	46	1
1	7	11	17	28	38	42	1
1	1	3	30	36	42	43	1
1	2	9	16	22	34	40	1
1	8	13	25	30	38	39	1
1	7	10	37	45	46	47	1
1	12	24	35	42	45	47	1
1	13	14	19	20	29	47	1
1	22	27	32	37	42	47	1
1	5	7	12	17	26	47	1
1	9	17	21	28	29	30	1
1	2	8	11	25	45	47	1
1	11	14	15	25	38	42	1
1	13	15	16	24	38	40	1
1	5	17	27	31	33	48	1
1	10	12	18	39	43	49	1
1	9	27	28	36	37	46	1
1	2	16	28	39	41	46	1
1	10	16	26	34	37	43	1
1	2	8	13	23	27	44	1
1	13	22	26	40	46	49	1
1	11	23	29	30	44	49	1
1	1	6	21	27	43	49	1
1	17	19	20	31	40	44	1
1	13	19	41	44	46	48	1
1	2	7	12	17	19	23	1
1	14	20	25	43	44	46	1
1	1	10	16	25	43	48	1
1	4	10	17	20	24	39	1
1	7	12	37	38	40	46	1
1	17	18	21	37	38	39	1
1	14	23	29	35	39	47	1
1	9	22	30	39	42	45	1
1	7	8	10	20	31	49	1
1	8	9	17	22	43	45	1
1	4	5	7	18	33	42	1
1	6	9	12	33	34	48	1
1	17	20	36	40	43	47	1
1	17	18	32	34	39	46	1
1	10	14	34	37	40	49	1
1	1	6	8	30	32	44	1
1	9	13	14	33	39	40	1
1	6	14	15	19	26	28	1
1	1	9	14	20	43	48	1
1	3	16	18	24	31	44	1
1	3	10	14	16	17	39	1
1	1	11	16	27	32	49	1
1	19	30	32	39	42	49	1
1	5	10	19	29	35	42	1
1	21	26	29	31	46	47	1
1	4	16	24	28	35	46	1
1	6	10	20	30	31	39	1
1	3	5	13	14	31	40	1
1	12	21	28	34	38	39	1
1	3	5	14	26	34	41	1
1	10	17	22	26	34	45	1
1	1	19	21	23	24	46	1
1	5	9	23	27	28	39	1
1	21	26	29	33	35	43	1
1	20	27	34	39	42	47	1
1	2	3	13	26	36	38	1
1	16	19	25	32	38	47	1
1	7	25	28	37	44	48	1
1	2	14	19	20	26	49	1
1	7	9	21	25	26	46	1
1	2	5	9	17	22	38	1
1	11	22	24	37	39	49	1
1	17	33	34	37	41	47	1
1	5	7	10	15	24	29	1
1	18	23	29	38	41	44	1
1	8	28	30	31	32	35	1
1	1	13	17	23	30	40	1
1	5	10	16	20	29	42	1
1	12	15	17	28	38	43	1
1	9	11	21	28	29	37	1
1	3	5	23	24	34	47	1
1	6	7	23	30	38	45	1
1	4	16	18	28	31	38	1
1	10	11	17	29	38	47	1
1	4	6	18	33	42	44	1
1	6	7	12	37	45	48	1
1	16	17	23	28	43	49	1
1	8	13	22	34	43	45	1
1	4	5	15	18	25	41	1
1	21	22	29	31	42	47	1
1	2	5	6	8	32	46	1
1	13	17	22	28	31	41	1
1	7	14	17	22	30	47	1
1	1	8	18	19	29	33	1
1	3	4	9	29	38	47	1
1	4	10	19	24	41	45	1
1	1	3	7	23	28	42	1
1	16	24	26	27	39	45	1
1	10	15	22	25	27	40	1
1	6	19	25	39	44	47	1
1	9	18	22	26	32	36	1
1	14	19	20	27	40	45	1
1	10	21	35	36	42	44	1
1	8	12	25	30	43	49	1
1	16	25	30	38	46	48	1
1	6	30	31	32	35	47	1
1	5	10	27	29	35	45	1
1	16	18	20	26	37	38	1
1	16	26	30	33	43	49	1
1	2	23	28	32	33	47	1
1	8	18	20	26	29	37	1
1	7	8	13	25	38	44	1
1	11	18	26	33	47	49	1
1	11	13	26	28	36	41	1
1	14	20	32	35	40	41	1
1	3	9	17	24	39	43	1
1	4	8	30	39	40	45	1
1	20	24	35	36	40	45	1
1	8	10	17	26	37	41	1
1	3	5	10	12	13	40	1
1	6	11	15	25	40	46	1
1	6	10	32	37	40	48	1
1	7	10	23	26	27	32	1
1	3	9	24	26	33	47	1
1	2	8	9	20	23	43	1
1	10	11	22	28	30	33	1
1	7	15	19	32	33	34	1
1	9	30	31	33	37	43	1
1	7	12	14	16	35	39	1
1	4	23	25	36	38	43	1
1	2	7	11	15	42	49	1
1	6	7	19	27	37	45	1
1	23	25	28	30	32	49	1
1	13	15	18	21	38	44	1
1	9	15	17	31	33	34	1
1	4	8	9	41	45	47	1
1	23	27	33	46	47	49	1
1	1	3	6	22	25	39	1
1	1	5	6	15	20	22	1
1	1	5	18	34	35	37	1
1	2	9	19	24	32	41	1
1	5	12	21	32	46	47	1
1	4	5	27	38	43	45	1
1	1	2	7	9	21	42	1
1	10	17	23	29	30	43	1
1	1	3	24	27	43	45	1
1	31	36	40	43	48	49	1
1	1	18	36	40	44	47	1
1	5	8	17	32	43	44	1
1	17	34	39	41	43	47	1
1	4	8	10	13	29	43	1
1	12	25	36	37	40	42	1
1	13	21	27	46	47	48	1
1	7	24	32	33	34	35	1
1	2	3	18	30	34	40	1
1	6	15	35	42	47	48	1
1	5	17	25	26	41	42	1
1	7	13	17	19	23	39	1
1	7	9	17	21	39	49	1
1	4	6	20	26	31	33	1
1	7	11	13	36	43	44	1
1	15	38	43	45	48	49	1
1	1	3	4	23	36	38	1
1	14	15	24	36	45	46	1
1	6	12	23	30	34	43	1
1	5	6	33	41	44	49	1
1	19	21	32	35	38	47	1
1	17	18	20	29	31	43	1
1	17	19	28	35	36	42	1
1	19	21	22	23	37	45	1
1	2	11	25	34	46	49	1
1	22	32	35	39	44	46	1
1	4	7	16	21	47	48	1
1	11	14	38	43	44	46	1
1	7	16	20	28	32	41	1
1	7	8	23	26	46	48	1
1	1	11	20	23	28	32	1
1	8	17	25	26	45	46	1
1	12	30	40	46	47	49	1
1	6	12	18	19	31	47	1
1	1	3	7	8	35	44	1
1	26	30	32	34	40	47	1
1	2	8	12	15	39	49	1
1	5	16	17	18	31	38	1
1	3	16	18	21	25	48	1
1	9	15	22	38	41	45	1
1	7	9	10	17	38	44	1
1	1	12	20	25	29	43	1
1	16	18	27	28	29	31	1
1	14	15	26	34	35	42	1
1	9	12	21	22	35	44	1
1	7	18	21	26	34	36	1
1	1	7	28	31	40	44	1
1	2	14	16	25	30	33	1
1	2	12	24	26	38	42	1
1	4	12	13	14	27	28	1
1	12	22	29	32	33	36	1
1	4	6	15	38	41	48	1
1	2	5	24	25	31	35	1
1	16	18	26	27	29	34	1
1	29	34	35	39	40	43	1
1	6	7	8	10	26	38	1
1	7	12	19	22	32	48	1
1	2	26	31	33	38	40	1
1	5	9	22	33	34	48	1
1	1	24	26	28	29	32	1
1	7	15	28	29	33	41	1
1	4	5	6	13	22	40	1
1	14	17	21	25	27	39	1
1	14	21	25	28	36	37	1
1	19	20	25	27	31	38	1
1	1	2	15	26	39	49	1
1	21	23	31	34	38	44	1
1	2	16	18	25	27	45	1
1	11	30	32	34	42	44	1
1	2	12	19	21	35	49	1
1	9	32	34	36	43	49	1
1	9	15	16	33	35	41	1
1	3	19	29	31	34	42	1
